Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,c,Mn,Mw
414A,75,21.69,15,0.316,2.3525,2.9003,0.06,3313000,3330000
414A,75,21.69,15,0.464,2.7504,3.37,0.06,3313000,3330000
414A,75,21.69,15,0.681,3.1803,3.9481,0.06,3313000,3330000
414A,75,21.69,15,1,3.7728,4.6968,0.06,3313000,3330000
414A,75,21.69,15,1.47,4.5093,5.5785,0.06,3313000,3330000
414A,75,21.69,15,2.15,5.4128,6.6632,0.06,3313000,3330000
414A,75,21.69,15,3.16,6.5911,8.0774,0.06,3313000,3330000
414A,75,21.69,15,4.64,7.9553,10.043,0.06,3313000,3330000
414A,75,21.69,15,6.81,9.6289,12.089,0.06,3313000,3330000
414A,75,21.69,15,10,11.735,14.87,0.06,3313000,3330000
414A,75,21.69,15,14.7,14.434,18.417,0.06,3313000,3330000
414A,75,21.69,15,21.5,18.134,23.613,0.06,3313000,3330000
414A,75,21.69,15,31.6,21.724,27.336,0.06,3313000,3330000
414A,75,21.69,15,46.4,26.808,33.248,0.06,3313000,3330000
414A,75,21.69,15,68.1,32.65,39.748,0.06,3313000,3330000
414A,75,21.69,15,100,36.425,44.316,0.06,3313000,3330000
414A,75,21.69,20,0.01,0.43921,0.96194,0.06,3313000,3330000
414A,75,21.69,20,0.0147,0.94012,1.6061,0.06,3313000,3330000
414A,75,21.69,20,0.0215,1.2639,1.9844,0.06,3313000,3330000
414A,75,21.69,20,0.0316,1.5758,2.3127,0.06,3313000,3330000
414A,75,21.69,20,0.0464,1.8373,2.5514,0.06,3313000,3330000
414A,75,21.69,20,0.0681,2.1357,2.8268,0.06,3313000,3330000
414A,75,21.69,20,0.1,2.5066,3.2087,0.06,3313000,3330000
414A,75,21.69,20,0.147,2.8574,3.6184,0.06,3313000,3330000
414A,75,21.69,20,0.215,3.2441,4.1545,0.06,3313000,3330000
414A,75,21.69,20,0.316,3.7586,4.7335,0.06,3313000,3330000
414A,75,21.69,20,0.464,4.3229,5.4829,0.06,3313000,3330000
414A,75,21.69,20,0.681,5.0632,6.385,0.06,3313000,3330000
414A,75,21.69,20,1,5.9374,7.5176,0.06,3313000,3330000
414A,75,21.69,20,1.47,7.0753,8.9706,0.06,3313000,3330000
414A,75,21.69,20,2.15,8.4397,10.642,0.06,3313000,3330000
414A,75,21.69,20,3.16,10.257,12.852,0.06,3313000,3330000
414A,75,21.69,20,4.64,12.341,15.405,0.06,3313000,3330000
414A,75,21.69,20,6.81,15.034,18.635,0.06,3313000,3330000
414A,75,21.69,20,10,18.264,22.645,0.06,3313000,3330000
414A,75,21.69,20,14.7,22.17,27.523,0.06,3313000,3330000
414A,75,21.69,20,21.5,26.815,34.057,0.06,3313000,3330000
414A,75,21.69,20,31.6,30.797,39.696,0.06,3313000,3330000
414A,75,21.69,20,46.4,34.661,47.929,0.06,3313000,3330000
414A,75,21.69,20,68.1,35.216,57.42,0.06,3313000,3330000
414A,75,21.69,20,100,23.604,68.567,0.06,3313000,3330000
414A,75,21.69,25,0.01,1.1462,2.171,0.06,3313000,3330000
414A,75,21.69,25,0.0147,1.8942,3.1102,0.06,3313000,3330000
414A,75,21.69,25,0.0215,2.4321,3.5494,0.06,3313000,3330000
414A,75,21.69,25,0.0316,2.8499,4.054,0.06,3313000,3330000
414A,75,21.69,25,0.0464,3.1975,4.4092,0.06,3313000,3330000
414A,75,21.69,25,0.0681,3.7148,4.9273,0.06,3313000,3330000
414A,75,21.69,25,0.1,4.0824,5.505,0.06,3313000,3330000
414A,75,21.69,25,0.147,4.5263,6.1401,0.06,3313000,3330000
414A,75,21.69,25,0.215,5.2063,7.0282,0.06,3313000,3330000
414A,75,21.69,25,0.316,6.0862,8.0745,0.06,3313000,3330000
414A,75,21.69,25,0.464,7.0398,9.3732,0.06,3313000,3330000
414A,75,21.69,25,0.681,8.3226,11.001,0.06,3313000,3330000
414A,75,21.69,25,1,9.8263,12.869,0.06,3313000,3330000
414A,75,21.69,25,1.47,11.747,15.264,0.06,3313000,3330000
414A,75,21.69,25,2.15,14.129,18.1,0.06,3313000,3330000
414A,75,21.69,25,3.16,17.151,21.458,0.06,3313000,3330000
414A,75,21.69,25,4.64,21.033,25.536,0.06,3313000,3330000
414A,75,21.69,25,6.81,25.788,30.293,0.06,3313000,3330000
414A,75,21.69,25,10,31.713,36.084,0.06,3313000,3330000
414A,75,21.69,25,14.7,39.2,42.868,0.06,3313000,3330000
414A,75,21.69,25,21.5,48.423,51.234,0.06,3313000,3330000
414A,75,21.69,25,31.6,58.685,58.393,0.06,3313000,3330000
414A,75,21.69,25,46.4,72.732,67.477,0.06,3313000,3330000
414A,75,21.69,25,68.1,89.851,77.003,0.06,3313000,3330000
414A,75,21.69,25,100,108.63,82.9,0.06,3313000,3330000
414A,75,21.69,30,0.01,2.234,4.6816,0.06,3313000,3330000
414A,75,21.69,30,0.0147,3.5221,6.0005,0.06,3313000,3330000
414A,75,21.69,30,0.0215,4.6042,7.1521,0.06,3313000,3330000
414A,75,21.69,30,0.0316,5.5625,8.1161,0.06,3313000,3330000
414A,75,21.69,30,0.0464,6.4492,9.0193,0.06,3313000,3330000
414A,75,21.69,30,0.0681,7.3985,9.9973,0.06,3313000,3330000
414A,75,21.69,30,0.1,8.4553,11.052,0.06,3313000,3330000
414A,75,21.69,30,0.147,9.5937,12.267,0.06,3313000,3330000
414A,75,21.69,30,0.215,11.007,13.806,0.06,3313000,3330000
414A,75,21.69,30,0.316,12.523,15.515,0.06,3313000,3330000
414A,75,21.69,30,0.464,14.473,17.619,0.06,3313000,3330000
414A,75,21.69,30,0.681,16.741,20.061,0.06,3313000,3330000
414A,75,21.69,30,1,19.597,23.039,0.06,3313000,3330000
414A,75,21.69,30,1.47,23.081,26.563,0.06,3313000,3330000
414A,75,21.69,30,2.15,27.346,30.711,0.06,3313000,3330000
414A,75,21.69,30,3.16,32.648,35.556,0.06,3313000,3330000
414A,75,21.69,30,4.64,39.001,41.122,0.06,3313000,3330000
414A,75,21.69,30,6.81,46.716,47.456,0.06,3313000,3330000
414A,75,21.69,30,10,55.792,54.598,0.06,3313000,3330000
414A,75,21.69,30,14.7,66.241,62.54,0.06,3313000,3330000
414A,75,21.69,30,21.5,77.467,71.618,0.06,3313000,3330000
414A,75,21.69,30,31.6,87.042,79.049,0.06,3313000,3330000
414A,75,21.69,30,46.4,93.158,87.808,0.06,3313000,3330000
414A,75,21.69,30,68.1,87.656,95.731,0.06,3313000,3330000
414A,75,21.69,30,100,52.098,98.818,0.06,3313000,3330000
414A,75,21.69,35,0.01,3.7515,8.1737,0.06,3313000,3330000
414A,75,21.69,35,0.0147,5.6131,11.08,0.06,3313000,3330000
414A,75,21.69,35,0.0215,8.0914,14.028,0.06,3313000,3330000
414A,75,21.69,35,0.0316,11.383,16.711,0.06,3313000,3330000
414A,75,21.69,35,0.0464,13.515,19.146,0.06,3313000,3330000
414A,75,21.69,35,0.0681,16.255,21.173,0.06,3313000,3330000
414A,75,21.69,35,0.1,19.202,23.098,0.06,3313000,3330000
414A,75,21.69,35,0.147,21.643,25.362,0.06,3313000,3330000
414A,75,21.69,35,0.215,24.64,27.767,0.06,3313000,3330000
414A,75,21.69,35,0.316,28.117,30.48,0.06,3313000,3330000
414A,75,21.69,35,0.464,31.961,33.602,0.06,3313000,3330000
414A,75,21.69,35,0.681,36.49,37.251,0.06,3313000,3330000
414A,75,21.69,35,1,41.915,41.454,0.06,3313000,3330000
414A,75,21.69,35,1.47,48.334,46.222,0.06,3313000,3330000
414A,75,21.69,35,2.15,56.02,51.684,0.06,3313000,3330000
414A,75,21.69,35,3.16,65.305,57.636,0.06,3313000,3330000
414A,75,21.69,35,4.64,76.311,64.236,0.06,3313000,3330000
414A,75,21.69,35,6.81,89.062,71.23,0.06,3313000,3330000
414A,75,21.69,35,10,104.08,78.325,0.06,3313000,3330000
414A,75,21.69,35,14.7,121.03,85.608,0.06,3313000,3330000
414A,75,21.69,35,21.5,139.61,93.391,0.06,3313000,3330000
414A,75,21.69,35,31.6,158.21,98.798,0.06,3313000,3330000
414A,75,21.69,35,46.4,177.41,104.98,0.06,3313000,3330000
414A,75,21.69,35,68.1,193.71,110.39,0.06,3313000,3330000
414A,75,21.69,35,100,200.98,109.75,0.06,3313000,3330000
414B,75,25.64,15,0.01,20.03,24.832,0.06,4840000,4804000
414B,75,25.64,15,0.0147,35.994,28.18,0.06,4840000,4804000
414B,75,25.64,15,0.0215,44.489,28.384,0.06,4840000,4804000
414B,75,25.64,15,0.0316,50.419,28.649,0.06,4840000,4804000
414B,75,25.64,15,0.0464,56.104,29.009,0.06,4840000,4804000
414B,75,25.64,15,0.0681,61.7,29.717,0.06,4840000,4804000
414B,75,25.64,15,0.1,67.477,30.828,0.06,4840000,4804000
414B,75,25.64,15,0.147,73.58,31.799,0.06,4840000,4804000
414B,75,25.64,15,0.215,79.665,33.19,0.06,4840000,4804000
414B,75,25.64,15,0.316,86.548,34.91,0.06,4840000,4804000
414B,75,25.64,15,0.464,94.046,36.865,0.06,4840000,4804000
414B,75,25.64,15,0.681,101.92,39.116,0.06,4840000,4804000
414B,75,25.64,15,1,110.79,41.663,0.06,4840000,4804000
414B,75,25.64,15,1.47,120.45,44.711,0.06,4840000,4804000
414B,75,25.64,15,2.15,131.01,47.95,0.06,4840000,4804000
414B,75,25.64,15,3.16,142.26,51.529,0.06,4840000,4804000
414B,75,25.64,15,4.64,154.53,55.155,0.06,4840000,4804000
414B,75,25.64,15,6.81,167.89,59.223,0.06,4840000,4804000
414B,75,25.64,15,10,182.07,63.536,0.06,4840000,4804000
414B,75,25.64,15,14.7,197.25,68.196,0.06,4840000,4804000
414B,75,25.64,15,21.5,212.96,73.429,0.06,4840000,4804000
414B,75,25.64,15,31.6,227.39,76.43,0.06,4840000,4804000
414B,75,25.64,15,46.4,240.18,80.181,0.06,4840000,4804000
414B,75,25.64,15,68.1,245.81,82.048,0.06,4840000,4804000
414B,75,25.64,15,100,231.26,79.52,0.06,4840000,4804000
414B,75,25.64,20,0.01,37.825,32.827,0.06,4840000,4804000
414B,75,25.64,20,0.0147,44.26,33.653,0.06,4840000,4804000
414B,75,25.64,20,0.0215,50.04,36.615,0.06,4840000,4804000
414B,75,25.64,20,0.0316,61.353,37.266,0.06,4840000,4804000
414B,75,25.64,20,0.0464,68.54,39.077,0.06,4840000,4804000
414B,75,25.64,20,0.0681,78.564,38.535,0.06,4840000,4804000
414B,75,25.64,20,0.1,84.851,40.617,0.06,4840000,4804000
414B,75,25.64,20,0.147,92.936,41.912,0.06,4840000,4804000
414B,75,25.64,20,0.215,101.48,43.166,0.06,4840000,4804000
414B,75,25.64,20,0.316,110.56,44.545,0.06,4840000,4804000
414B,75,25.64,20,0.464,120.47,46.027,0.06,4840000,4804000
414B,75,25.64,20,0.681,131.14,47.914,0.06,4840000,4804000
414B,75,25.64,20,1,141.79,50.269,0.06,4840000,4804000
414B,75,25.64,20,1.47,153.18,52.845,0.06,4840000,4804000
414B,75,25.64,20,2.15,165.36,55.688,0.06,4840000,4804000
414B,75,25.64,20,3.16,178.43,58.756,0.06,4840000,4804000
414B,75,25.64,20,4.64,192.46,62.055,0.06,4840000,4804000
414B,75,25.64,20,6.81,207.32,65.558,0.06,4840000,4804000
414B,75,25.64,20,10,223.18,69.223,0.06,4840000,4804000
414B,75,25.64,20,14.7,240.27,73.205,0.06,4840000,4804000
414B,75,25.64,20,21.5,258.4,77.615,0.06,4840000,4804000
414B,75,25.64,20,31.6,276.62,79.827,0.06,4840000,4804000
414B,75,25.64,20,46.4,296.25,82.706,0.06,4840000,4804000
414B,75,25.64,20,68.1,315.53,84.228,0.06,4840000,4804000
414B,75,25.64,20,100,330.15,81.442,0.06,4840000,4804000
414B,75,25.64,25,0.01,38.256,38.712,0.06,4840000,4804000
414B,75,25.64,25,0.0147,48.51,45.431,0.06,4840000,4804000
414B,75,25.64,25,0.0215,62.957,48.99,0.06,4840000,4804000
414B,75,25.64,25,0.0316,79.839,51.299,0.06,4840000,4804000
414B,75,25.64,25,0.0464,90.723,52.164,0.06,4840000,4804000
414B,75,25.64,25,0.0681,105.24,51.917,0.06,4840000,4804000
414B,75,25.64,25,0.1,115.45,52.125,0.06,4840000,4804000
414B,75,25.64,25,0.147,125.94,52.132,0.06,4840000,4804000
414B,75,25.64,25,0.215,137.11,51.968,0.06,4840000,4804000
414B,75,25.64,25,0.316,147.84,52.428,0.06,4840000,4804000
414B,75,25.64,25,0.464,158.86,53.255,0.06,4840000,4804000
414B,75,25.64,25,0.681,170.27,54.284,0.06,4840000,4804000
414B,75,25.64,25,1,182.32,55.622,0.06,4840000,4804000
414B,75,25.64,25,1.47,195.3,57.13,0.06,4840000,4804000
414B,75,25.64,25,2.15,208.75,59.07,0.06,4840000,4804000
414B,75,25.64,25,3.16,222.74,61.419,0.06,4840000,4804000
414B,75,25.64,25,4.64,237.23,63.866,0.06,4840000,4804000
414B,75,25.64,25,6.81,252.51,66.402,0.06,4840000,4804000
414B,75,25.64,25,10,268.48,69.395,0.06,4840000,4804000
414B,75,25.64,25,14.7,284.71,72.327,0.06,4840000,4804000
414B,75,25.64,25,21.5,301.76,76.137,0.06,4840000,4804000
414B,75,25.64,25,31.6,317.1,77.432,0.06,4840000,4804000
414B,75,25.64,25,46.4,330.73,79.526,0.06,4840000,4804000
414B,75,25.64,25,68.1,338.4,79.655,0.06,4840000,4804000
414B,75,25.64,25,100,329.21,76.681,0.06,4840000,4804000
414B,75,25.64,30,0.01,46.208,48.633,0.06,4840000,4804000
414B,75,25.64,30,0.0147,60.652,56.551,0.06,4840000,4804000
414B,75,25.64,30,0.0215,76.669,59.749,0.06,4840000,4804000
414B,75,25.64,30,0.0316,96.595,61.654,0.06,4840000,4804000
414B,75,25.64,30,0.0464,111.35,62.339,0.06,4840000,4804000
414B,75,25.64,30,0.0681,126.6,61.026,0.06,4840000,4804000
414B,75,25.64,30,0.1,143.55,57.293,0.06,4840000,4804000
414B,75,25.64,30,0.147,153.78,57.835,0.06,4840000,4804000
414B,75,25.64,30,0.215,165.42,56.79,0.06,4840000,4804000
414B,75,25.64,30,0.316,177.36,55.843,0.06,4840000,4804000
414B,75,25.64,30,0.464,189,55.583,0.06,4840000,4804000
414B,75,25.64,30,0.681,200.63,55.859,0.06,4840000,4804000
414B,75,25.64,30,1,212.76,56.299,0.06,4840000,4804000
414B,75,25.64,30,1.47,225.23,57.181,0.06,4840000,4804000
414B,75,25.64,30,2.15,238.09,58.407,0.06,4840000,4804000
414B,75,25.64,30,3.16,251.57,59.839,0.06,4840000,4804000
414B,75,25.64,30,4.64,265.62,61.561,0.06,4840000,4804000
414B,75,25.64,30,6.81,280.43,63.456,0.06,4840000,4804000
414B,75,25.64,30,10,295.6,65.462,0.06,4840000,4804000
414B,75,25.64,30,14.7,311.18,67.818,0.06,4840000,4804000
414B,75,25.64,30,21.5,326.86,70.718,0.06,4840000,4804000
414B,75,25.64,30,31.6,341.08,71.276,0.06,4840000,4804000
414B,75,25.64,30,46.4,353.35,72.573,0.06,4840000,4804000
414B,75,25.64,30,68.1,360.74,72.87,0.06,4840000,4804000
414B,75,25.64,30,100,351.57,68.572,0.06,4840000,4804000
414B,75,25.64,35,0.01,50.422,54.387,0.06,4840000,4804000
414B,75,25.64,35,0.0147,64.318,60.626,0.06,4840000,4804000
414B,75,25.64,35,0.0215,84.482,65.372,0.06,4840000,4804000
414B,75,25.64,35,0.0316,104.57,65.927,0.06,4840000,4804000
414B,75,25.64,35,0.0464,119.84,66.09,0.06,4840000,4804000
414B,75,25.64,35,0.0681,135.01,63.805,0.06,4840000,4804000
414B,75,25.64,35,0.1,151.37,59.817,0.06,4840000,4804000
414B,75,25.64,35,0.147,162.75,58.23,0.06,4840000,4804000
414B,75,25.64,35,0.215,174.94,55.842,0.06,4840000,4804000
414B,75,25.64,35,0.316,186.28,54.007,0.06,4840000,4804000
414B,75,25.64,35,0.464,197.22,52.939,0.06,4840000,4804000
414B,75,25.64,35,0.681,208.19,52.296,0.06,4840000,4804000
414B,75,25.64,35,1,220.26,51.665,0.06,4840000,4804000
414B,75,25.64,35,1.47,232.04,51.878,0.06,4840000,4804000
414B,75,25.64,35,2.15,243.54,52.935,0.06,4840000,4804000
414B,75,25.64,35,3.16,255.51,53.982,0.06,4840000,4804000
414B,75,25.64,35,4.64,268.05,55.208,0.06,4840000,4804000
414B,75,25.64,35,6.81,281.03,56.603,0.06,4840000,4804000
414B,75,25.64,35,10,294.43,58.123,0.06,4840000,4804000
414B,75,25.64,35,14.7,307.96,59.919,0.06,4840000,4804000
414B,75,25.64,35,21.5,321.81,62.321,0.06,4840000,4804000
414B,75,25.64,35,31.6,334.05,62.326,0.06,4840000,4804000
414B,75,25.64,35,46.4,344.62,63.211,0.06,4840000,4804000
414B,75,25.64,35,68.1,349.95,62.167,0.06,4840000,4804000
414B,75,25.64,35,100,339.6,56.927,0.06,4840000,4804000
414C,75,27.94,15,0.01,49.992,42.731,0.06,5876000,5866000
414C,75,27.94,15,0.0147,75.841,38.322,0.06,5876000,5866000
414C,75,27.94,15,0.0215,88.154,35.622,0.06,5876000,5866000
414C,75,27.94,15,0.0316,97.307,34.352,0.06,5876000,5866000
414C,75,27.94,15,0.0464,105.45,33.79,0.06,5876000,5866000
414C,75,27.94,15,0.0681,113.53,33.539,0.06,5876000,5866000
414C,75,27.94,15,0.1,121.11,33.828,0.06,5876000,5866000
414C,75,27.94,15,0.147,128.92,34.287,0.06,5876000,5866000
414C,75,27.94,15,0.215,137.11,34.944,0.06,5876000,5866000
414C,75,27.94,15,0.316,145.6,35.731,0.06,5876000,5866000
414C,75,27.94,15,0.464,154.03,36.684,0.06,5876000,5866000
414C,75,27.94,15,0.681,162.76,37.822,0.06,5876000,5866000
414C,75,27.94,15,1,171.85,39.07,0.06,5876000,5866000
414C,75,27.94,15,1.47,181.35,40.363,0.06,5876000,5866000
414C,75,27.94,15,2.15,191.24,41.744,0.06,5876000,5866000
414C,75,27.94,15,3.16,201.54,43.049,0.06,5876000,5866000
414C,75,27.94,15,4.64,212.28,44.369,0.06,5876000,5866000
414C,75,27.94,15,6.81,223.32,45.57,0.06,5876000,5866000
414C,75,27.94,15,10,234.64,46.728,0.06,5876000,5866000
414C,75,27.94,15,14.7,246.18,47.963,0.06,5876000,5866000
414C,75,27.94,15,21.5,257.11,48.132,0.06,5876000,5866000
414C,75,27.94,15,31.6,267.93,48.575,0.06,5876000,5866000
414C,75,27.94,15,46.4,277.71,48.287,0.06,5876000,5866000
414C,75,27.94,15,68.1,285.04,45.963,0.06,5876000,5866000
414C,75,27.94,15,100,278.74,39.435,0.06,5876000,5866000
414C,75,27.94,20,0.01,90.724,36.52,0.06,5876000,5866000
414C,75,27.94,20,0.0147,99.402,34.653,0.06,5876000,5866000
414C,75,27.94,20,0.0215,107.96,33.311,0.06,5876000,5866000
414C,75,27.94,20,0.0316,115.57,33.474,0.06,5876000,5866000
414C,75,27.94,20,0.0464,122.98,33.75,0.06,5876000,5866000
414C,75,27.94,20,0.0681,130.97,34.125,0.06,5876000,5866000
414C,75,27.94,20,0.1,138.69,34.752,0.06,5876000,5866000
414C,75,27.94,20,0.147,146.66,35.478,0.06,5876000,5866000
414C,75,27.94,20,0.215,154.84,36.308,0.06,5876000,5866000
414C,75,27.94,20,0.316,163.58,37.199,0.06,5876000,5866000
414C,75,27.94,20,0.464,172.66,38.232,0.06,5876000,5866000
414C,75,27.94,20,0.681,181.79,39.248,0.06,5876000,5866000
414C,75,27.94,20,1,191.3,40.386,0.06,5876000,5866000
414C,75,27.94,20,1.47,201.05,41.584,0.06,5876000,5866000
414C,75,27.94,20,2.15,211.23,42.861,0.06,5876000,5866000
414C,75,27.94,20,3.16,221.78,43.978,0.06,5876000,5866000
414C,75,27.94,20,4.64,232.73,45.127,0.06,5876000,5866000
414C,75,27.94,20,6.81,244.05,46.216,0.06,5876000,5866000
414C,75,27.94,20,10,255.35,47.2,0.06,5876000,5866000
414C,75,27.94,20,14.7,266.59,48.401,0.06,5876000,5866000
414C,75,27.94,20,21.5,276.99,48.178,0.06,5876000,5866000
414C,75,27.94,20,31.6,287.33,49.096,0.06,5876000,5866000
414C,75,27.94,20,46.4,294.73,47.461,0.06,5876000,5866000
414C,75,27.94,20,68.1,295.46,44.371,0.06,5876000,5866000
414C,75,27.94,20,100,286.4,39.223,0.06,5876000,5866000
414C,75,27.94,25,0.01,100.79,38.007,0.06,5876000,5866000
414C,75,27.94,25,0.0147,110.33,36.242,0.06,5876000,5866000
414C,75,27.94,25,0.0215,118.01,36.566,0.06,5876000,5866000
414C,75,27.94,25,0.0316,125.09,37.144,0.06,5876000,5866000
414C,75,27.94,25,0.0464,133.44,37.73,0.06,5876000,5866000
414C,75,27.94,25,0.0681,141.42,37.849,0.06,5876000,5866000
414C,75,27.94,25,0.1,149.55,38.603,0.06,5876000,5866000
414C,75,27.94,25,0.147,158.15,39.237,0.06,5876000,5866000
414C,75,27.94,25,0.215,167.07,39.91,0.06,5876000,5866000
414C,75,27.94,25,0.316,176.46,40.775,0.06,5876000,5866000
414C,75,27.94,25,0.464,186.81,41.464,0.06,5876000,5866000
414C,75,27.94,25,0.681,196.74,42.317,0.06,5876000,5866000
414C,75,27.94,25,1,206.87,43.368,0.06,5876000,5866000
414C,75,27.94,25,1.47,217.39,44.286,0.06,5876000,5866000
414C,75,27.94,25,2.15,228.15,45.362,0.06,5876000,5866000
414C,75,27.94,25,3.16,239.28,46.273,0.06,5876000,5866000
414C,75,27.94,25,4.64,250.73,47.18,0.06,5876000,5866000
414C,75,27.94,25,6.81,262.38,47.845,0.06,5876000,5866000
414C,75,27.94,25,10,274.13,48.412,0.06,5876000,5866000
414C,75,27.94,25,14.7,285.94,49.431,0.06,5876000,5866000
414C,75,27.94,25,21.5,296.67,48.94,0.06,5876000,5866000
414C,75,27.94,25,31.6,306.88,49.173,0.06,5876000,5866000
414C,75,27.94,25,46.4,315.24,48.424,0.06,5876000,5866000
414C,75,27.94,25,68.1,315.81,44.957,0.06,5876000,5866000
414C,75,27.94,25,100,305.77,38.165,0.06,5876000,5866000
414C,75,27.94,30,0.01,100.47,45.246,0.06,5876000,5866000
414C,75,27.94,30,0.0147,111.69,44.154,0.06,5876000,5866000
414C,75,27.94,30,0.0215,121.09,44.851,0.06,5876000,5866000
414C,75,27.94,30,0.0316,131.88,43.35,0.06,5876000,5866000
414C,75,27.94,30,0.0464,140.85,44.074,0.06,5876000,5866000
414C,75,27.94,30,0.0681,150.4,43.687,0.06,5876000,5866000
414C,75,27.94,30,0.1,161.31,43.06,0.06,5876000,5866000
414C,75,27.94,30,0.147,170.5,43.576,0.06,5876000,5866000
414C,75,27.94,30,0.215,180.3,43.836,0.06,5876000,5866000
414C,75,27.94,30,0.316,190.33,44.189,0.06,5876000,5866000
414C,75,27.94,30,0.464,200.61,44.652,0.06,5876000,5866000
414C,75,27.94,30,0.681,211.21,45.161,0.06,5876000,5866000
414C,75,27.94,30,1,221.98,45.775,0.06,5876000,5866000
414C,75,27.94,30,1.47,233.07,46.434,0.06,5876000,5866000
414C,75,27.94,30,2.15,244.39,47.086,0.06,5876000,5866000
414C,75,27.94,30,3.16,255.93,47.679,0.06,5876000,5866000
414C,75,27.94,30,4.64,267.63,48.243,0.06,5876000,5866000
414C,75,27.94,30,6.81,279.62,48.585,0.06,5876000,5866000
414C,75,27.94,30,10,291.64,48.885,0.06,5876000,5866000
414C,75,27.94,30,14.7,303.74,49.341,0.06,5876000,5866000
414C,75,27.94,30,21.5,315.17,48.829,0.06,5876000,5866000
414C,75,27.94,30,31.6,326.73,48.419,0.06,5876000,5866000
414C,75,27.94,30,46.4,337.7,47.441,0.06,5876000,5866000
414C,75,27.94,30,68.1,346.61,44.619,0.06,5876000,5866000
414C,75,27.94,30,100,346.27,35.811,0.06,5876000,5866000
414C,75,27.94,35,0.01,98.933,53.018,0.06,5876000,5866000
414C,75,27.94,35,0.0147,110.79,54.272,0.06,5876000,5866000
414C,75,27.94,35,0.0215,126.71,53.176,0.06,5876000,5866000
414C,75,27.94,35,0.0316,138.49,52.757,0.06,5876000,5866000
414C,75,27.94,35,0.0464,151.55,50.207,0.06,5876000,5866000
414C,75,27.94,35,0.0681,162.19,48.973,0.06,5876000,5866000
414C,75,27.94,35,0.1,173.29,47.58,0.06,5876000,5866000
414C,75,27.94,35,0.147,185,45.687,0.06,5876000,5866000
414C,75,27.94,35,0.215,194.59,45.687,0.06,5876000,5866000
414C,75,27.94,35,0.316,204.94,45.454,0.06,5876000,5866000
414C,75,27.94,35,0.464,215.28,45.211,0.06,5876000,5866000
414C,75,27.94,35,0.681,225.86,45.195,0.06,5876000,5866000
414C,75,27.94,35,1,236.58,45.343,0.06,5876000,5866000
414C,75,27.94,35,1.47,247.37,45.459,0.06,5876000,5866000
414C,75,27.94,35,2.15,258.34,45.801,0.06,5876000,5866000
414C,75,27.94,35,3.16,269.51,46.039,0.06,5876000,5866000
414C,75,27.94,35,4.64,280.77,46.161,0.06,5876000,5866000
414C,75,27.94,35,6.81,291.92,46.23,0.06,5876000,5866000
414C,75,27.94,35,10,303.39,46.373,0.06,5876000,5866000
414C,75,27.94,35,14.7,314.56,46.512,0.06,5876000,5866000
414C,75,27.94,35,21.5,325.22,45.689,0.06,5876000,5866000
414C,75,27.94,35,31.6,335.62,45.375,0.06,5876000,5866000
414C,75,27.94,35,46.4,344.89,43.8,0.06,5876000,5866000
414C,75,27.94,35,68.1,351.61,40.977,0.06,5876000,5866000
414C,75,27.94,35,100,347.18,32.941,0.06,5876000,5866000
407A,100,15.86,15,0.01,0.13448,0.0055474,0.06,2173000,2175000
407A,100,15.86,15,0.0147,0.16063,0.0034629,0.06,2173000,2175000
407A,100,15.86,15,0.0215,0.17253,0.0091914,0.06,2173000,2175000
407A,100,15.86,15,0.0316,0.14866,0.059651,0.06,2173000,2175000
407A,100,15.86,15,0.0464,0.16426,0.0075284,0.06,2173000,2175000
407A,100,15.86,15,0.0681,0.15507,0.051416,0.06,2173000,2175000
407A,100,15.86,15,0.1,0.13918,0.067194,0.06,2173000,2175000
407A,100,15.86,15,0.147,0.16159,0.077555,0.06,2173000,2175000
407A,100,15.86,15,0.215,0.14913,0.073633,0.06,2173000,2175000
407A,100,15.86,15,0.316,0.1439,0.091858,0.06,2173000,2175000
407A,100,15.86,15,0.464,0.2038,0.15854,0.06,2173000,2175000
407A,100,15.86,15,0.681,0.25223,0.20252,0.06,2173000,2175000
407A,100,15.86,15,1,0.26136,0.2654,0.06,2173000,2175000
407A,100,15.86,15,1.47,0.29961,0.34114,0.06,2173000,2175000
407A,100,15.86,15,2.15,0.33673,0.41362,0.06,2173000,2175000
407A,100,15.86,15,3.16,0.41958,0.46878,0.06,2173000,2175000
407A,100,15.86,15,4.64,0.47518,0.54024,0.06,2173000,2175000
407A,100,15.86,15,6.81,0.43906,0.70071,0.06,2173000,2175000
407A,100,15.86,15,10,0.43714,0.9321,0.06,2173000,2175000
407A,100,15.86,15,14.7,0.30042,1.4348,0.06,2173000,2175000
407A,100,15.86,15,21.5,7.29E-05,1.4577,0.06,2173000,2175000
407A,100,15.86,15,31.6,0.00014514,2.9028,0.06,2173000,2175000
407A,100,15.86,15,46.4,0.00034092,6.8184,0.06,2173000,2175000
407A,100,15.86,15,68.1,0.00081738,16.348,0.06,2173000,2175000
407A,100,15.86,15,100,0.0021821,43.641,0.06,2173000,2175000
407A,100,15.86,20,0.01,0.058462,0.13076,0.06,2173000,2175000
407A,100,15.86,20,0.0147,0.070946,0.054807,0.06,2173000,2175000
407A,100,15.86,20,0.0215,0.084297,0.0056253,0.06,2173000,2175000
