Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,tan_delta,flag_suspicious,sample_weight
409A,30,22.2,15,0.01,0.087712,0.047904,0.5461510397665086,False,1.0
409A,30,22.2,15,0.0147,2.24e-06,0.044718,19963.392857142855,True,0.01
409A,30,22.2,15,0.0215,0.04642,0.037626,0.8105557949159844,False,1.0
409A,30,22.2,15,0.0316,0.025245,0.0066915,0.26506238859180037,False,1.0
409A,30,22.2,15,0.0464,0.048818,0.027838,0.5702404850669835,False,1.0
409A,30,22.2,15,0.0681,0.022228,0.007727,0.34762461759942415,False,1.0
409A,30,22.2,15,0.1,0.0065286,0.010985,1.6825965750696934,False,1.0
409A,30,22.2,15,0.147,0.015412,0.0037208,0.24142226836231506,False,1.0
409A,30,22.2,15,0.215,0.039229,0.029435,0.7503377603303678,False,1.0
409A,30,22.2,15,0.316,0.0063606,0.0256,4.024777536710373,False,1.0
409A,30,22.2,15,0.464,7.14e-07,0.014276,19994.397759103642,True,0.01
409A,30,22.2,15,0.681,0.024838,0.04836,1.9470166680086964,False,1.0
409A,30,22.2,15,1.0,0.0087799,0.074558,8.491896263055388,False,1.0
409A,30,22.2,15,1.47,0.024903,0.13713,5.506565474039272,False,1.0
409A,30,22.2,15,2.15,0.02731,0.19711,7.217502746246796,False,1.0
409A,30,22.2,15,3.16,0.022413,0.27726,12.370499263820106,False,1.0
409A,30,22.2,15,4.64,2.05e-05,0.41091,20044.39024390244,True,0.01
409A,30,22.2,15,6.81,3.18e-05,0.63502,19969.18238993711,True,0.01
409A,30,22.2,15,10.0,4.94e-05,0.98848,20009.716599190284,True,0.01
409A,30,22.2,15,14.7,9.29e-05,1.8581,20001.076426264804,True,0.01
409A,30,22.2,15,21.5,0.00014986,2.9972,20000.0,True,0.01
409A,30,22.2,15,31.6,0.0002943,5.8861,20000.339789330614,True,0.01
409A,30,22.2,15,46.4,0.00061897,12.379,19999.353765125932,True,0.01
409A,30,22.2,15,68.1,0.0013672,27.344,20000.0,True,0.01
409A,30,22.2,15,100.0,0.0032027,64.053,19999.687763449587,True,0.01
409A,30,22.2,20,0.01,0.15177,7.59e-06,5.0009883376161305e-05,False,1.0
409A,30,22.2,20,0.0147,0.11332,0.029704,0.262124955877162,False,1.0
409A,30,22.2,20,0.0215,0.058179,0.050242,0.8635762044724041,False,1.0
409A,30,22.2,20,0.0316,0.036853,0.06163,1.6723197568718966,False,1.0
409A,30,22.2,20,0.0464,0.10444,0.0066948,0.06410187667560321,False,1.0
409A,30,22.2,20,0.0681,0.11653,0.0089443,0.07675534197202438,False,1.0
409A,30,22.2,20,0.1,0.066355,0.014875,0.2241730088162158,False,1.0
409A,30,22.2,20,0.147,1.4e-06,0.028045,20032.14285714286,True,0.01
409A,30,22.2,20,0.215,0.018831,0.039388,2.0916573734799,False,1.0
409A,30,22.2,20,0.316,0.060068,0.022146,0.3686821602184191,False,1.0
409A,30,22.2,20,0.464,0.015357,0.045572,2.967506674480693,False,1.0
409A,30,22.2,20,0.681,0.052055,0.073456,1.411122850830852,False,1.0
409A,30,22.2,20,1.0,0.045882,0.083481,1.8194716882437558,False,1.0
409A,30,22.2,20,1.47,0.041884,0.127,3.0321841275904884,False,1.0
409A,30,22.2,20,2.15,0.051909,0.16079,3.097536072742684,False,1.0
409A,30,22.2,20,3.16,0.05884,0.24986,4.24643099932019,False,1.0
409A,30,22.2,20,4.64,0.11706,0.37625,3.214163676746967,False,1.0
409A,30,22.2,20,6.81,0.097315,0.58033,5.963417767045163,False,1.0
409A,30,22.2,20,10.0,0.027803,0.95145,34.22112721648743,False,1.0
409A,30,22.2,20,14.7,0.10018,1.6938,16.90756638051507,False,1.0
409A,30,22.2,20,21.5,7.36e-05,1.4722,20002.717391304348,True,0.01
409A,30,22.2,20,31.6,0.00013402,2.6805,20000.746157289956,True,0.01
409A,30,22.2,20,46.4,0.00025845,5.169,19999.999999999996,True,0.01
409A,30,22.2,20,68.1,0.00056147,11.229,19999.287584376725,True,0.01
409A,30,22.2,20,100.0,0.0014999,29.999,20000.666711114074,True,0.01
409A,30,22.2,25,0.01,0.070778,0.020484,0.28941196416965725,False,1.0
409A,30,22.2,25,0.0147,5.04e-06,0.10089,20017.85714285714,True,0.01
409A,30,22.2,25,0.0215,7.83e-07,0.015666,20007.66283524904,True,0.01
409A,30,22.2,25,0.0316,1.56e-06,0.031147,19966.02564102564,True,0.01
409A,30,22.2,25,0.0464,1.11e-06,0.022234,20030.630630630632,True,0.01
409A,30,22.2,25,0.0681,1.71e-06,0.034107,19945.614035087718,True,0.01
409A,30,22.2,25,0.1,1.05e-06,0.020962,19963.809523809527,True,0.01
409A,30,22.2,25,0.147,2.91e-06,0.058263,20021.649484536083,True,0.01
409A,30,22.2,25,0.215,1.3e-06,0.025951,19962.30769230769,True,0.01
409A,30,22.2,25,0.316,3.09e-06,0.061861,20019.741100323623,True,0.01
409A,30,22.2,25,0.464,4.07e-06,0.081396,19999.0171990172,True,0.01
409A,30,22.2,25,0.681,5.28e-06,0.1057,20018.939393939392,True,0.01
409A,30,22.2,25,1.0,4.34e-06,0.086818,20004.14746543779,True,0.01
409A,30,22.2,25,1.47,8.95e-06,0.17905,20005.586592178766,True,0.01
409A,30,22.2,25,2.15,1.12e-05,0.2243,20026.785714285714,True,0.01
409A,30,22.2,25,3.16,1.52e-05,0.3031,19940.78947368421,True,0.01
409A,30,22.2,25,4.64,2e-05,0.40052,20025.999999999996,True,0.01
409A,30,22.2,25,6.81,3.32e-05,0.66411,20003.313253012046,True,0.01
409A,30,22.2,25,10.0,5.28e-05,1.0568,20015.151515151512,True,0.01
409A,30,22.2,25,14.7,9.55e-05,1.9106,20006.28272251309,True,0.01
409A,30,22.2,25,21.5,0.00014909,2.9819,20000.670735797168,True,0.01
409A,30,22.2,25,31.6,0.00030331,6.0662,20000.0,True,0.01
409A,30,22.2,25,46.4,0.00067551,13.51,19999.703927403,True,0.01
409A,30,22.2,25,68.1,0.0013892,27.784,20000.0,True,0.01
409A,30,22.2,25,100.0,0.003175,63.5,20000.0,True,0.01
409A,30,22.2,30,0.01,0.24078,1.2e-05,4.9838026414154e-05,False,1.0
409A,30,22.2,30,0.0147,0.072724,0.027045,0.3718854848468181,False,1.0
409A,30,22.2,30,0.0215,3.6e-06,0.072062,20017.222222222223,True,0.01
409A,30,22.2,30,0.0316,2.07e-06,0.041418,20008.695652173912,True,0.01
409A,30,22.2,30,0.0464,4.72e-06,0.094322,19983.47457627119,True,0.01
409A,30,22.2,30,0.0681,0.003615,0.011939,3.3026279391424618,False,1.0
409A,30,22.2,30,0.1,0.032361,0.0093463,0.28881369549766694,False,1.0
409A,30,22.2,30,0.147,1.05e-06,0.020904,19908.57142857143,True,0.01
409A,30,22.2,30,0.215,0.01872,0.047295,2.5264423076923075,False,1.0
409A,30,22.2,30,0.316,0.038068,0.058897,1.5471524640117684,False,1.0
409A,30,22.2,30,0.464,0.0021405,0.11484,53.6510161177295,False,1.0
409A,30,22.2,30,0.681,0.068961,0.126,1.8271196763388005,False,1.0
409A,30,22.2,30,1.0,0.057212,0.15143,2.6468223449625956,False,1.0
409A,30,22.2,30,1.47,0.061809,0.20317,3.287061754760633,False,1.0
409A,30,22.2,30,2.15,0.074067,0.28341,3.8264004212402285,False,1.0
409A,30,22.2,30,3.16,0.07478,0.35285,4.71850762235892,False,1.0
409A,30,22.2,30,4.64,0.0080137,0.44094,55.02327264559442,False,1.0
409A,30,22.2,30,6.81,0.030719,0.68675,22.355870959341125,False,1.0
409A,30,22.2,30,10.0,4.94e-05,0.98885,20017.206477732794,True,0.01
409A,30,22.2,30,14.7,9.18e-05,1.8369,20009.80392156863,True,0.01
409A,30,22.2,30,21.5,0.00012019,2.4038,20000.0,True,0.01
409A,30,22.2,30,31.6,0.00024277,4.8555,20000.411912509782,True,0.01
409A,30,22.2,30,46.4,0.00051018,10.204,20000.784037006546,True,0.01
409A,30,22.2,30,68.1,0.0011465,22.931,20000.872219799392,True,0.01
409A,30,22.2,30,100.0,0.002711,54.22,20000.0,True,0.01
409A,30,22.2,35,0.01,0.051994,0.012124,0.2331807516251875,False,1.0
409A,30,22.2,35,0.0147,0.072295,0.0029682,0.041056781243516145,False,1.0
409A,30,22.2,35,0.0215,0.063905,0.028219,0.4415773413660903,False,1.0
409A,30,22.2,35,0.0316,0.075581,0.042712,0.565115571373758,False,1.0
409A,30,22.2,35,0.0464,0.097506,0.038614,0.39601665538530967,False,1.0
409A,30,22.2,35,0.0681,0.082287,0.06417,0.7798315651317949,False,1.0
409A,30,22.2,35,0.1,0.10562,0.090055,0.852632077258095,False,1.0
409A,30,22.2,35,0.147,0.096385,0.094031,0.9755771126212586,False,1.0
409A,30,22.2,35,0.215,0.16144,0.070568,0.4371159563924678,False,1.0
409A,30,22.2,35,0.316,0.11505,0.1001,0.8700564971751412,False,1.0
409A,30,22.2,35,0.464,0.11532,0.11897,1.0316510579257718,False,1.0
409A,30,22.2,35,0.681,0.14811,0.15742,1.0628586861116738,False,1.0
409A,30,22.2,35,1.0,0.15372,0.21306,1.3860265417642468,False,1.0
409A,30,22.2,35,1.47,0.17864,0.23641,1.3233878190774744,False,1.0
409A,30,22.2,35,2.15,0.22106,0.33753,1.526870532886999,False,1.0
409A,30,22.2,35,3.16,0.31579,0.43325,1.371956046739922,False,1.0
409A,30,22.2,35,4.64,0.36438,0.64046,1.7576705636972394,False,1.0
409A,30,22.2,35,6.81,0.46553,0.81278,1.745924000601465,False,1.0
409A,30,22.2,35,10.0,0.62918,1.1909,1.8927810801360503,False,1.0
409A,30,22.2,35,14.7,1.0061,1.8918,1.880329987078819,False,1.0
409A,30,22.2,35,21.5,0.84838,1.6753,1.9747047313703765,False,1.0
409A,30,22.2,35,31.6,1.1946,1.9413,1.625062782521346,False,1.0
409A,30,22.2,35,46.4,1.94,2.6939,1.3886082474226806,False,1.0
409A,30,22.2,35,68.1,3.4921,3.1702,0.9078205091492224,False,1.0
409A,30,22.2,35,100.0,1.7299,3.7465,2.1657321232441182,False,1.0
409B,30,26.28,15,0.01,1.87e-06,0.037485,20045.454545454544,True,0.01
409B,30,26.28,15,0.0147,0.059264,0.01518,0.25614200863930886,False,1.0
409B,30,26.28,15,0.0215,0.039788,0.04382,1.1013370865587615,False,1.0
409B,30,26.28,15,0.0316,0.037691,0.064765,1.7183147170412034,False,1.0
409B,30,26.28,15,0.0464,0.0026468,0.00026915,0.10168883179688681,False,1.0
409B,30,26.28,15,0.0681,0.047456,0.061799,1.302237862440998,False,1.0
409B,30,26.28,15,0.1,0.024835,0.10245,4.125226494866117,False,1.0
409B,30,26.28,15,0.147,0.078565,0.15581,1.9831986253420737,False,1.0
409B,30,26.28,15,0.215,0.010076,0.22102,21.935291782453355,False,1.0
409B,30,26.28,15,0.316,0.041652,0.31085,7.463026985498896,False,1.0
409B,30,26.28,15,0.464,0.070504,0.4801,6.809542720980371,False,1.0
409B,30,26.28,15,0.681,0.078395,0.69718,8.893169207219847,False,1.0
409B,30,26.28,15,1.0,0.049866,1.0188,20.43075442185056,False,1.0
409B,30,26.28,15,1.47,0.061495,1.4873,24.18570615497195,False,1.0
409B,30,26.28,15,2.15,0.099345,2.1507,21.648799637626453,False,1.0
409B,30,26.28,15,3.16,0.16999,3.1779,18.694629095829168,False,1.0
409B,30,26.28,15,4.64,0.16038,4.5745,28.52288315251278,False,1.0
409B,30,26.28,15,6.81,0.2869,6.7503,23.52840711049146,False,1.0
409B,30,26.28,15,10.0,0.41156,9.9648,24.212265526290214,False,1.0
409B,30,26.28,15,14.7,0.68664,14.719,21.436269369684258,False,1.0
409B,30,26.28,15,21.5,1.4128,22.091,15.636325028312571,False,1.0
409B,30,26.28,15,31.6,1.2923,29.638,22.934303180376077,False,1.0
409B,30,26.28,15,46.4,2.0014,41.83,20.900369741181173,False,1.0
409B,30,26.28,15,68.1,2.3498,56.244,23.935654098221125,False,1.0
409B,30,26.28,15,100.0,0.003669,73.379,19999.727446170622,True,0.01
409B,30,26.28,20,0.01,4.83e-06,0.096576,19995.031055900618,True,0.01
409B,30,26.28,20,0.0147,0.018855,0.040511,2.148554760010607,False,1.0
409B,30,26.28,20,0.0215,0.081886,0.020872,0.25489094594924655,False,1.0
409B,30,26.28,20,0.0316,0.068241,0.030331,0.4444688676895122,False,1.0
409B,30,26.28,20,0.0464,0.064324,0.039585,0.6154001616814875,False,1.0
409B,30,26.28,20,0.0681,0.061634,0.06199,1.005776032709219,False,1.0
409B,30,26.28,20,0.1,0.049547,0.1258,2.5390033705370656,False,1.0
409B,30,26.28,20,0.147,0.076543,0.17161,2.242007760343859,False,1.0
409B,30,26.28,20,0.215,0.05494,0.2589,4.712413542045868,False,1.0
409B,30,26.28,20,0.316,0.058904,0.33034,5.608108108108109,False,1.0
409B,30,26.28,20,0.464,0.060464,0.49543,8.193801270177296,False,1.0
409B,30,26.28,20,0.681,0.087529,0.75729,8.651875378446002,False,1.0
409B,30,26.28,20,1.0,0.079211,1.1046,13.945032886846523,False,1.0
409B,30,26.28,20,1.47,0.10439,1.5356,14.710221285563753,False,1.0
409B,30,26.28,20,2.15,0.11165,2.2637,20.27496641289745,False,1.0
409B,30,26.28,20,3.16,0.15508,3.3213,21.41668816094919,False,1.0
409B,30,26.28,20,4.64,0.14356,4.9524,34.49707439398161,False,1.0
409B,30,26.28,20,6.81,0.19849,7.1425,35.98418056325256,False,1.0
409B,30,26.28,20,10.0,0.25171,10.465,41.57562274045529,False,1.0
409B,30,26.28,20,14.7,0.23486,15.377,65.47304777314145,False,1.0
409B,30,26.28,20,21.5,0.59134,22.916,38.75266344235127,False,1.0
409B,30,26.28,20,31.6,0.0015648,31.296,20000.0,True,0.01
409B,30,26.28,20,46.4,0.0022199,44.397,19999.549529258074,True,0.01
409B,30,26.28,20,68.1,0.0031071,62.141,19999.67815648032,True,0.01
409B,30,26.28,20,100.0,0.0042346,84.693,20000.23614981344,True,0.01
409B,30,26.28,25,0.01,0.036146,0.06714,1.857466939633708,False,1.0
409B,30,26.28,25,0.0147,0.065308,0.055406,0.8483799840754577,False,1.0
409B,30,26.28,25,0.0215,4.26e-06,0.085261,20014.319248826294,True,0.01
409B,30,26.28,25,0.0316,0.03559,0.048784,1.3707221129530769,False,1.0
409B,30,26.28,25,0.0464,0.045473,0.049017,1.0779363578387176,False,1.0
409B,30,26.28,25,0.0681,0.05106,0.05065,0.9919702311006658,False,1.0
409B,30,26.28,25,0.1,0.0055407,0.098655,17.805511938924685,False,1.0
409B,30,26.28,25,0.147,0.034608,0.16484,4.763060564031438,False,1.0
409B,30,26.28,25,0.215,0.0052709,0.231,43.82553264148438,False,1.0
409B,30,26.28,25,0.316,0.062529,0.3503,5.602200578931376,False,1.0
409B,30,26.28,25,0.464,0.021592,0.52783,24.445628010374215,False,1.0
409B,30,26.28,25,0.681,0.050946,0.71895,14.112000942174067,False,1.0
409B,30,26.28,25,1.0,0.090817,1.0694,11.775328407676977,False,1.0
409B,30,26.28,25,1.47,0.047135,1.5788,33.49527951628301,False,1.0
409B,30,26.28,25,2.15,0.091363,2.3257,25.455600188260018,False,1.0
409B,30,26.28,25,3.16,0.10099,3.3561,33.23200316863056,False,1.0
409B,30,26.28,25,4.64,0.16016,4.9357,30.81730769230769,False,1.0
409B,30,26.28,25,6.81,0.22411,7.2672,32.42693320244523,False,1.0
409B,30,26.28,25,10.0,0.3706,10.643,28.71829465731247,False,1.0
409B,30,26.28,25,14.7,0.75869,15.698,20.690927783416154,False,1.0
409B,30,26.28,25,21.5,1.4188,23.39,16.48576261629546,False,1.0
409B,30,26.28,25,31.6,1.3654,31.524,23.087739856452323,False,1.0
409B,30,26.28,25,46.4,2.4198,44.073,18.213488718075876,False,1.0
409B,30,26.28,25,68.1,2.3927,59.709,24.954653738454468,False,1.0
409B,30,26.28,25,100.0,0.0036987,73.974,20000.0,True,0.01
409B,30,26.28,30,0.01,0.29451,0.054737,0.1858578656072799,False,1.0
409B,30,26.28,30,0.0147,2.43e-06,0.048542,19976.1316872428,True,0.01
409B,30,26.28,30,0.0215,0.0066609,0.028382,4.260985752676065,False,1.0
409B,30,26.28,30,0.0316,0.022124,0.019702,0.8905261254745978,False,1.0
409B,30,26.28,30,0.0464,0.0065583,0.068481,10.441882804995195,False,1.0
409B,30,26.28,30,0.0681,0.043178,0.070316,1.6285145212839873,False,1.0
409B,30,26.28,30,0.1,0.034438,0.10601,3.0782856147279163,False,1.0
409B,30,26.28,30,0.147,0.027342,0.19197,7.021066491112574,False,1.0
409B,30,26.28,30,0.215,0.056822,0.24926,4.38668121502235,False,1.0
409B,30,26.28,30,0.316,0.030688,0.34677,11.29985662148071,False,1.0
409B,30,26.28,30,0.464,0.038845,0.50576,13.01995108765607,False,1.0
409B,30,26.28,30,0.681,0.022278,0.74724,33.541610557500675,False,1.0
409B,30,26.28,30,1.0,0.056351,1.0883,19.312878209792196,False,1.0
409B,30,26.28,30,1.47,0.069278,1.5509,22.386616241808362,False,1.0
409B,30,26.28,30,2.15,0.11252,2.2953,20.399040170636333,False,1.0
409B,30,26.28,30,3.16,0.18398,3.3383,18.144907055114686,False,1.0
409B,30,26.28,30,4.64,0.26327,4.858,18.452539218293005,False,1.0
409B,30,26.28,30,6.81,0.54194,7.2126,13.308853378602798,False,1.0
409B,30,26.28,30,10.0,0.97117,10.504,10.815820093289537,False,1.0
409B,30,26.28,30,14.7,1.9611,15.58,7.944520932129927,False,1.0
409B,30,26.28,30,21.5,3.9597,23.177,5.8532212036265365,False,1.0
409B,30,26.28,30,31.6,7.0968,31.421,4.427488445496562,False,1.0
409B,30,26.28,30,46.4,13.924,44.462,3.1931916116058607,False,1.0
409B,30,26.28,30,68.1,27.81,60.698,2.182596188421431,False,1.0
409B,30,26.28,30,100.0,50.423,80.115,1.588858259127779,False,1.0
409B,30,26.28,35,0.01,0.12285,0.064216,0.5227187627187627,False,1.0
409B,30,26.28,35,0.0147,0.014224,0.0063127,0.4438062429696288,False,1.0
409B,30,26.28,35,0.0215,2.28e-06,0.04559,19995.614035087718,True,0.01
409B,30,26.28,35,0.0316,2.21e-06,0.044123,19965.158371040725,True,0.01
409B,30,26.28,35,0.0464,2.94e-06,0.05871,19969.38775510204,True,0.01
409B,30,26.28,35,0.0681,4.72e-06,0.094326,19984.322033898305,True,0.01
409B,30,26.28,35,0.1,5.05e-06,0.10102,20003.960396039605,True,0.01
409B,30,26.28,35,0.147,0.00062441,0.15655,250.71667654265624,False,1.0
409B,30,26.28,35,0.215,1.04e-05,0.20873,20070.19230769231,True,0.01
409B,30,26.28,35,0.316,1.56e-05,0.31171,19981.410256410258,True,0.01
409B,30,26.28,35,0.464,2.4e-05,0.48022,20009.166666666664,True,0.01
409B,30,26.28,35,0.681,3.42e-05,0.68386,19995.90643274854,True,0.01
409B,30,26.28,35,1.0,0.0045766,0.98092,214.3337849058253,False,1.0
409B,30,26.28,35,1.47,0.039997,1.4431,36.08020601545116,False,1.0
409B,30,26.28,35,2.15,0.08758,2.1341,24.367435487554236,False,1.0
409B,30,26.28,35,3.16,0.16064,3.0763,19.15027390438247,False,1.0
409B,30,26.28,35,4.64,0.28478,4.5074,15.82765643654751,False,1.0
409B,30,26.28,35,6.81,0.49329,6.6222,13.424557562488598,False,1.0
409B,30,26.28,35,10.0,1.0009,9.6907,9.681986212408832,False,1.0
409B,30,26.28,35,14.7,2.0384,14.337,7.033457613814756,False,1.0
409B,30,26.28,35,21.5,4.0744,21.424,5.258197526016101,False,1.0
409B,30,26.28,35,31.6,7.2308,28.868,3.9923659899319572,False,1.0
409B,30,26.28,35,46.4,14.32,40.878,2.8546089385474858,False,1.0
409B,30,26.28,35,68.1,28.62,56.828,1.9856044723969253,False,1.0
409B,30,26.28,35,100.0,54.411,73.626,1.353145503666538,False,1.0
409C,30,30.75,15,0.01,0.3885,0.50062,1.2885971685971684,False,1.0
409C,30,30.75,15,0.0147,0.033498,0.72923,21.769359364738193,False,1.0
409C,30,30.75,15,0.0215,0.092053,1.0141,11.016479636731015,False,1.0
409C,30,30.75,15,0.0316,0.11254,1.4544,12.923405011551447,False,1.0
409C,30,30.75,15,0.0464,0.16051,2.2286,13.88449317799514,False,1.0
409C,30,30.75,15,0.0681,0.20336,3.1448,15.46420141620771,False,1.0
409C,30,30.75,15,0.1,0.2293,4.6192,20.144788486698648,False,1.0
409C,30,30.75,15,0.147,0.36924,6.6933,18.12723431914202,False,1.0
409C,30,30.75,15,0.215,0.56987,9.7912,17.181462438801834,False,1.0
409C,30,30.75,15,0.316,1.0714,14.193,13.247153257420198,False,1.0
409C,30,30.75,15,0.464,2.0374,20.641,10.131049376656522,False,1.0
409C,30,30.75,15,0.681,3.9029,29.894,7.6594327295088265,False,1.0
409C,30,30.75,15,1.0,7.6115,42.818,5.625435196741772,False,1.0
409C,30,30.75,15,1.47,14.769,60.372,4.087751371115174,False,1.0
409C,30,30.75,15,2.15,27.681,82.686,2.987103067085727,False,1.0
409C,30,30.75,15,3.16,49.115,108.31,2.2052326173266823,False,1.0
409C,30,30.75,15,4.64,80.673,134.42,1.6662328164317675,False,1.0
409C,30,30.75,15,6.81,121.99,157.06,1.2874825805393886,False,1.0
409C,30,30.75,15,10.0,170.12,173.16,1.0178697390077591,False,1.0
409C,30,30.75,15,14.7,221.34,182.06,0.8225354657992229,False,1.0
409C,30,30.75,15,21.5,272.08,184.97,0.6798368127021465,False,1.0
409C,30,30.75,15,31.6,318.16,180.41,0.5670417400050288,False,1.0
409C,30,30.75,15,46.4,358.06,173.97,0.48586829023068756,False,1.0
409C,30,30.75,15,68.1,387.26,164.29,0.42423694675411866,False,1.0
409C,30,30.75,15,100.0,392.74,151.79,0.3864897896827417,False,1.0
409C,30,30.75,20,0.01,0.075252,0.66597,8.849864455429756,False,1.0
409C,30,30.75,20,0.0147,0.18536,0.7184,3.8757013379369876,False,1.0
409C,30,30.75,20,0.0215,0.05918,1.1488,19.411963501182832,False,1.0
409C,30,30.75,20,0.0316,0.0784,1.6752,21.367346938775512,False,1.0
409C,30,30.75,20,0.0464,0.12294,2.439,19.8389458272328,False,1.0
409C,30,30.75,20,0.0681,0.16234,3.5679,21.977947517555744,False,1.0
409C,30,30.75,20,0.1,0.24299,5.1823,21.32721511173299,False,1.0
409C,30,30.75,20,0.147,0.4055,7.5399,18.594081381011097,False,1.0
409C,30,30.75,20,0.215,0.70615,10.947,15.50237201727678,False,1.0
409C,30,30.75,20,0.316,1.2849,15.997,12.449996108646587,False,1.0
409C,30,30.75,20,0.464,2.4424,23.258,9.522600720602686,False,1.0
409C,30,30.75,20,0.681,4.7347,33.507,7.076900331594398,False,1.0
409C,30,30.75,20,1.0,9.2765,47.76,5.148493505093516,False,1.0
409C,30,30.75,20,1.47,17.84,66.801,3.74445067264574,False,1.0
409C,30,30.75,20,2.15,33.079,90.304,2.7299495147979083,False,1.0
409C,30,30.75,20,3.16,57.371,116.67,2.0336058287288004,False,1.0
409C,30,30.75,20,4.64,91.944,142.24,1.547028626120247,False,1.0
409C,30,30.75,20,6.81,135.67,163.4,1.2043930124566966,False,1.0
409C,30,30.75,20,10.0,185.16,177.72,0.9598185353208036,False,1.0
409C,30,30.75,20,14.7,236.52,184.86,0.7815829528158296,False,1.0
409C,30,30.75,20,21.5,286.03,186.3,0.6513302800405553,False,1.0
409C,30,30.75,20,31.6,328.76,180.56,0.5492152329967149,False,1.0
409C,30,30.75,20,46.4,362.78,173.17,0.47734163956116654,False,1.0
409C,30,30.75,20,68.1,378.13,163.2,0.43159759870943853,False,1.0
409C,30,30.75,20,100.0,357.0,150.32,0.4210644257703081,False,1.0
409C,30,30.75,25,0.01,0.036444,0.5852,16.05751289649874,False,1.0
409C,30,30.75,25,0.0147,0.0056643,0.88889,156.92848189537983,False,1.0
409C,30,30.75,25,0.0215,0.078102,1.233,15.787047706844895,False,1.0
409C,30,30.75,25,0.0316,0.074476,1.8195,24.430689081046243,False,1.0
409C,30,30.75,25,0.0464,0.11092,2.6136,23.562928236566894,False,1.0
409C,30,30.75,25,0.0681,0.17549,3.8075,21.69639295686364,False,1.0
409C,30,30.75,25,0.1,0.28974,5.5443,19.135431766411266,False,1.0
409C,30,30.75,25,0.147,0.42104,8.0264,19.063271898156945,False,1.0
409C,30,30.75,25,0.215,0.75511,11.714,15.512971620028871,False,1.0
409C,30,30.75,25,0.316,1.4377,16.972,11.804966265563053,False,1.0
409C,30,30.75,25,0.464,2.7212,24.586,9.034984565632808,False,1.0
409C,30,30.75,25,0.681,5.2865,35.417,6.699517639269838,False,1.0
409C,30,30.75,25,1.0,10.328,50.293,4.869577846630519,False,1.0
409C,30,30.75,25,1.47,19.686,69.962,3.5538961698669107,False,1.0
409C,30,30.75,25,2.15,36.077,94.087,2.6079496632203347,False,1.0
409C,30,30.75,25,3.16,61.738,120.64,1.9540639476497457,False,1.0
409C,30,30.75,25,4.64,97.69,145.8,1.4924762002252023,False,1.0
409C,30,30.75,25,6.81,142.55,166.3,1.16660820764644,False,1.0
409C,30,30.75,25,10.0,192.73,179.86,0.9332226430758056,False,1.0
409C,30,30.75,25,14.7,244.55,186.23,0.7615211613167041,False,1.0
409C,30,30.75,25,21.5,294.8,186.69,0.6332767978290366,False,1.0
409C,30,30.75,25,31.6,338.05,181.49,0.5368732436030174,False,1.0
409C,30,30.75,25,46.4,372.57,173.39,0.4653890544058834,False,1.0
409C,30,30.75,25,68.1,390.45,163.04,0.41756947112306314,False,1.0
409C,30,30.75,25,100.0,374.89,148.47,0.39603617061004565,False,1.0
409C,30,30.75,30,0.01,0.050783,0.60115,11.837622826536439,False,1.0
409C,30,30.75,30,0.0147,0.040814,0.86453,21.18219238496594,False,1.0
409C,30,30.75,30,0.0215,0.072667,1.2229,16.82882188613814,False,1.0
409C,30,30.75,30,0.0316,0.079505,1.7767,22.34702219986164,False,1.0
409C,30,30.75,30,0.0464,0.10211,2.5593,25.064146508667122,False,1.0
409C,30,30.75,30,0.0681,0.16323,3.6822,22.55835324388899,False,1.0
409C,30,30.75,30,0.1,0.27755,5.3409,19.243019275806162,False,1.0
409C,30,30.75,30,0.147,0.46309,7.7081,16.644928631583493,False,1.0
409C,30,30.75,30,0.215,0.78785,11.127,14.123246810941168,False,1.0
409C,30,30.75,30,0.316,1.414,16.161,11.429278642149931,False,1.0
409C,30,30.75,30,0.464,2.5692,23.349,9.088042970574499,False,1.0
409C,30,30.75,30,0.681,4.978,33.493,6.7282040980313385,False,1.0
409C,30,30.75,30,1.0,9.6285,47.562,4.939710235239133,False,1.0
409C,30,30.75,30,1.47,18.239,66.302,3.6351773671802183,False,1.0
409C,30,30.75,30,2.15,33.309,89.48,2.6863610435618006,False,1.0
409C,30,30.75,30,3.16,57.246,115.49,2.0174335324738846,False,1.0
409C,30,30.75,30,4.64,91.308,140.7,1.540938362465501,False,1.0
409C,30,30.75,30,6.81,134.5,161.89,1.2036431226765798,False,1.0
409C,30,30.75,30,10.0,183.86,176.44,0.9596432067877733,False,1.0
409C,30,30.75,30,14.7,235.79,183.88,0.7798464735569787,False,1.0
409C,30,30.75,30,21.5,287.19,185.55,0.6460879557087643,False,1.0
409C,30,30.75,30,31.6,334.2,179.96,0.5384799521244764,False,1.0
409C,30,30.75,30,46.4,376.48,172.47,0.45811198470038245,False,1.0
409C,30,30.75,30,68.1,410.94,161.56,0.3931474181145666,False,1.0
409C,30,30.75,30,100.0,428.39,148.43,0.3464833446158874,False,1.0
409C,30,30.75,35,0.01,0.044572,0.55711,12.499102575608005,False,1.0
409C,30,30.75,35,0.0147,0.026884,0.75217,27.978351435798242,False,1.0
409C,30,30.75,35,0.0215,0.036506,1.0386,28.450117788856627,False,1.0
